placement_number,record_id,title,authors_as_listed,arxiv,external_url,frontier_code,frontier,topic,paper_path,official_pdf_url
289,,Strong CP Beyond Axion Direct Detection,N. Blinov et al.,2203.07218,https://arxiv.org/abs/2203.07218,CF,Cosmic,Dark Matter: Wave-like,papers/2203.07218.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07218.pdf
290,,Quantum Sensors for High Precision Measurements of Spin-dependent Interactions,D. Budker et al.,2203.09488,https://arxiv.org/abs/2203.09488,CF,Cosmic,Dark Matter: Wave-like,papers/2203.09488.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.09488.pdf
291,,New Horizons: Scalar and Vector Ultralight Dark Matter,D. Antypas et al.,2203.14915,https://arxiv.org/abs/2203.14915,CF,Cosmic,Dark Matter: Wave-like,papers/2203.14915.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.14915.pdf
292,,Axion Dark Matter,J. Jaeckel et al. (Axion Prospects Collaboration),2203.14923,https://arxiv.org/abs/2203.14923,CF,Cosmic,Dark Matter: Wave-like,papers/2203.14923.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.14923.pdf
293,,Observational Facilities to Study Dark Matter,S.Chakrabarti et al.,2203.06200,https://arxiv.org/abs/2203.06200,CF,Cosmic,Dark Matter: Cosmic Probes,papers/2203.06200.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06200.pdf
294,,Cosmological Simulations for Dark Matter Physics,A. Banerjee et al.,2203.07049,https://arxiv.org/abs/2203.07049,CF,Cosmic,Dark Matter: Cosmic Probes,papers/2203.07049.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07049.pdf
295,,Dark Matter Physics from the CMB-S4 Experiment,C. Dvorkin et al.,2203.07064,https://arxiv.org/abs/2203.07064,CF,Cosmic,Dark Matter: Cosmic Probes,papers/2203.07064.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07064.pdf
296,,Vera C. Rubin Observatory as a Flagship Dark Matter Experiment,Y.-Y. Mao et al.,2203.07252,https://arxiv.org/abs/2203.07252,CF,Cosmic,Dark Matter: Cosmic Probes,papers/2203.07252.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07252.pdf
297,,Dark Matter Physics from Halo Measurements,K. Bechtol et al.,2203.07354,https://arxiv.org/abs/2203.07354,CF,Cosmic,Dark Matter: Cosmic Probes,papers/2203.07354.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07354.pdf
298,,Prospects for obtaining Dark Matter Constraints with DESI,M. Valluri et al.,2203.07491,https://arxiv.org/abs/2203.07491,CF,Cosmic,Dark Matter: Cosmic Probes,papers/2203.07491.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07491.pdf
299,,Dark Matter In Extreme Astrophysical Environments,M. Baryakhtar et al.,2203.07984,https://arxiv.org/abs/2203.07984,CF,Cosmic,Dark Matter: Cosmic Probes,papers/2203.07984.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07984.pdf
300,,Machine Learning and Cosmology,C. Dvorkin et al.,2203.08056,https://arxiv.org/abs/2203.08056,CF,Cosmic,Dark Matter: Cosmic Probes,papers/2203.08056.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08056.pdf
301,,A Lunar Farside Low Radio Frequency Array for Dark Ages 21-cm Cosmology,J. Burns et al.,2103.08623,https://arxiv.org/abs/2103.08623,CF,Cosmic,Dark Matter: Cosmic Probes,papers/2103.08623.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2103.08623.pdf
302,,Primordial Black Hole Dark Matter,S. Bird et al.,2203.08967,https://arxiv.org/abs/2203.08967,CF,Cosmic,Dark Matter: Cosmic Probes,papers/2203.08967.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08967.pdf
303,,"More is Different: Non-Minimal Dark Sectors and Their Implications for Particle Physics, Astrophysics, and Cosmology – 13 Take-Away Lessons for Snowmass 2021",K. R. Dienes et al.,2203.17258,https://arxiv.org/abs/2203.17258,CF,Cosmic,Dark Matter: Cosmic Probes,papers/2203.17258.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.17258.pdf
304,,Real-time Cosmology with High Precision Spectroscopy and Astrometry,S. Chakrabarti et al.,2203.05924,https://arxiv.org/abs/2203.05924,CF,Cosmic,Dark Energy and Cosmic Acceleration: The Modern Universe,papers/2203.05924.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.05924.pdf
305,,Rubin Observatory after LSST,B. Blum et al.,2203.07220,https://arxiv.org/abs/2203.07220,CF,Cosmic,Dark Energy and Cosmic Acceleration: The Modern Universe,papers/2203.07220.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07220.pdf
306,,High Density Galaxy Clustering in the Regime of Cosmic Acceleration,K. Dawson et al.,2203.07291,https://arxiv.org/abs/2203.07291,CF,Cosmic,Dark Energy and Cosmic Acceleration: The Modern Universe,papers/2203.07291.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07291.pdf
307,,Cosmology and Fundamental Physics from the Three-Dimensional Large Scale Structure,S. Ferraro et al.,2203.07506,https://arxiv.org/abs/2203.07506,CF,Cosmic,Dark Energy and Cosmic Acceleration: The Modern Universe,papers/2203.07506.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07506.pdf
308,,Enabling Flagship Dark Energy Experiments to Reach their Full Potential,J. A. Blazek et al.,2204.01992,https://arxiv.org/abs/2204.01992,CF,Cosmic,Dark Energy and Cosmic Acceleration: The Modern Universe,papers/2204.01992.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.01992.pdf
309,,The MegaMapper: A Stage-5 Spectroscopic Instrument Concept for the Study of Inflation and Dark Energy,D. J. Schlegel et al.,2209.04322,https://arxiv.org/abs/2209.04322,CF,Cosmic,Dark Energy and Cosmic Acceleration: The Modern Universe,papers/2209.04322.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2209.04322.pdf
310,,CMB-HD White Paper,S. Aiola et al. (CMB-HD Collaboration).,2203.05728,https://arxiv.org/abs/2203.05728,CF,Cosmic,Dark Energy and Cosmic Acceleration: Cosmic Dawn and Before,papers/2203.05728.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.05728.pdf
311,,Probing the Cosmic Dark Ages with the Lunar Crater Radio Telescope,A. Goel et al.,2205.05745,https://arxiv.org/abs/2205.05745,CF,Cosmic,Dark Energy and Cosmic Acceleration: Cosmic Dawn and Before,papers/arXiv:2205.05745.pdf,https://www.slac.stanford.edu/econf/C210711/papers/arXiv:2205.05745.pdf
312,,Cosmology with Millimeter-Wave Line Intensity Mapping,K. S. Karkare et al.,2203.07258,https://arxiv.org/abs/2203.07258,CF,Cosmic,Dark Energy and Cosmic Acceleration: Cosmic Dawn and Before,papers/2203.07258.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07258.pdf
313,,Cosmic Microwave Background Measurements White Paper,C. L. Chang et al.,2203.07638,https://arxiv.org/abs/2203.07638,CF,Cosmic,Dark Energy and Cosmic Acceleration: Cosmic Dawn and Before,papers/2203.07638.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07638.pdf
314,,21cm Radiation as a Probe of Physics Across Cosmic Ages,A. Liu et al.,2203.07864,https://arxiv.org/abs/2203.07864,CF,Cosmic,Dark Energy and Cosmic Acceleration: Cosmic Dawn and Before,papers/2203.07864.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07864.pdf
315,,The Physics of Light Relics,C. Dvorkin et al.,2203.07943,https://arxiv.org/abs/2203.07943,CF,Cosmic,Dark Energy and Cosmic Acceleration: Cosmic Dawn and Before,papers/2203.07943.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07943.pdf
316,,The Cosmological Bootstrap,D. Baumann et al.,2203.08121,https://arxiv.org/abs/2203.08121,CF,Cosmic,Dark Energy and Cosmic Acceleration: Cosmic Dawn and Before,papers/2203.08121.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08121.pdf
317,,Inflation: Theory and Observations,A. Achúcarro et al.,2203.08128,https://arxiv.org/abs/2203.08128,CF,Cosmic,Dark Energy and Cosmic Acceleration: Cosmic Dawn and Before,papers/2203.08128.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08128.pdf
318,,Opportunities from Cross-survey Analyses of Static Probes,E. J. Baxter et al.,2203.06795,https://arxiv.org/abs/2203.06795,CF,Cosmic,Dark Energy and Cosmic Acceleration: Complementarity of Probes and New Facilities,papers/2203.06795.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06795.pdf
319,,Multi-Experiment Probes for Dark Energy – Transients,A. G. Kim et al.,2203.11226,https://arxiv.org/abs/2203.11226,CF,Cosmic,Dark Energy and Cosmic Acceleration: Complementarity of Probes and New Facilities,papers/2203.11226.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.11226.pdf
320,,"A Spectroscopic Road Map for Cosmic Frontier: DESI, DESI-II, Stage-5",D. J. Schlegel et al.,2209.03585,https://arxiv.org/abs/2209.03585,CF,Cosmic,Dark Energy and Cosmic Acceleration: Complementarity of Probes and New Facilities,papers/2209.03585.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2209.03585.pdf
321,,Tau Neutrinos in the Next Decade: from GeV to EeV,R. Mammen Abraham et al.,2203.05591,https://arxiv.org/abs/2203.05591,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2203.05591.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.05591.pdf
322,,"Cosmology Intertwined: A Review of the Particle Physics, Astrophysics, and Cosmology Associated with the Cosmological Tensions and Anomalies",E. Abdalla et al.,2203.06142,https://arxiv.org/abs/2203.06142,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2203.06142.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06142.pdf
323,,Cosmic Frontier: Fundamental Physics and Beyond the Standard Model,E. Berti et al.,2203.06240,https://arxiv.org/abs/2203.06240,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2203.06240.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06240.pdf
324,,Prompt Electron and Tau Neutrinos and Antineutrinos in the Forward Region at the LHC,W. Bai et al.,2203.07212,https://arxiv.org/abs/2203.07212,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2203.07212.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07212.pdf
325,,The Future of Gamma-Ray Experiments in the MeV-EeV Range,K. Engel et al.,2203.07360,https://arxiv.org/abs/2203.07360,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2203.07360.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07360.pdf
326,,Synergy between Cosmological and Laboratory Searches in Neutrino Physics,K. N. Abazajian et al.,2203.07377,https://arxiv.org/abs/2203.07377,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2203.07377.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07377.pdf
327,,Detection of Early-Universe Gravitational Wave Signatures and Fundamental Physics,R. Caldwell et al.,2203.07972,https://arxiv.org/abs/2203.07972,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2203.07972.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07972.pdf
328,,High-Energy and Ultra-High-Energy Neutrinos,M. Ackermann et al.,2203.08096,https://arxiv.org/abs/2203.08096,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2203.08096.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08096.pdf
329,,Numerical Relativity for Next-Generation Gravitational-Wave Probes of Fundamental Physics,F. Foucart et al.,2203.08139,https://arxiv.org/abs/2203.08139,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2203.08139.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08139.pdf
330,,Probing the Electroweak Phase Transition with Exotic Higgs Decays,M. Carena et al.,2203.08206,https://arxiv.org/abs/2203.08206,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2203.08206.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08206.pdf
331,,Future Gravitational-Wave Detector Facilities,S. W. Ballmer et al.,2203.08228,https://arxiv.org/abs/2203.08228,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2203.08228.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08228.pdf
332,,Advancing the Landscape of Multimessenger Science in the Next Decade,K. Engel et al.,2203.10074,https://arxiv.org/abs/2203.10074,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2203.10074.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10074.pdf
333,,Probing dark matter with small-scale astrophysical observations,R. Brito et al.,2203.15954,https://arxiv.org/abs/2203.15954,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2203.15954.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.15954.pdf
334,,"Physics Community Needs, Tools, and Resources for Machine Learning",P. Harris et al.,2203.16255,https://arxiv.org/abs/2203.16255,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2203.16255.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.16255.pdf
335,,Probing Fundamental Physics With Multi-Modal Cosmic Ray Events,D. Beznosko et al.,2204.04045,https://arxiv.org/abs/2204.04045,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2204.04045.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.04045.pdf
336,,Gravitational Waves and Scattering Amplitudes,A. Buonanno et al.,2204.05194,https://arxiv.org/abs/2204.05194,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2204.05194.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.05194.pdf
337,,Ultra-High-Energy Cosmic Rays: The Intersection of the Cosmic and Energy Frontiers,A. Coleman et al.,2205.05845,https://arxiv.org/abs/2205.05845,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2205.05845.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2205.05845.pdf
338,,Observational Signatures of Quantum Gravity,K. M. Zurek et al.,2205.01799,https://arxiv.org/abs/2205.01799,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2205.01799.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2205.01799.pdf
339,,"Frontiers of Quantum Gravity: Shared Challenges, Converging Directions",J. de Boer et al.,2207.10618,https://arxiv.org/abs/2207.10618,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2207.10618.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2207.10618.pdf
340,,The Dense Matter Equation of State and QCD Phase Transitions,S. Bogdanov et al.,2209.07412,https://arxiv.org/abs/2209.07412,CF,Cosmic,Cosmic Probes of Fundamental Physics,papers/2209.07412.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2209.07412.pdf
341,,FCC-ee: Your Questions Answered,A. Blondel et al.,1906.02693,https://arxiv.org/abs/1906.02693,EF,Energy,General - centered on this frontier,papers/1906.02693.pdf,https://www.slac.stanford.edu/econf/C210711/papers/1906.02693.pdf
342,,Circular and Linear e+e− Colliders: Another Story of Complementarity,"A. Blondel, P. Janot.",1912.11871,https://arxiv.org/abs/1912.11871,EF,Energy,General - centered on this frontier,papers/1912.11871.pdf,https://www.slac.stanford.edu/econf/C210711/papers/1912.11871.pdf
343,,"The Forward Physics Facility: Sites, Experiments, and Physics Potential Modern and Future Colliders",L. A. Anchordoqui et al.,2109.10905,https://arxiv.org/abs/2109.10905,EF,Energy,General - centered on this frontier,papers/2109.10905.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2109.10905.pdf
344,,"C-cubed: A ""Cool"" Route to the Higgs Boson and Beyond",M. Bai et al.,2110.15800,https://arxiv.org/abs/2110.15800,EF,Energy,General - centered on this frontier,papers/2110.15800.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2110.15800.pdf
345,,The Forward Physics Facility at the High-Luminosity LHC,J. L. Feng et al.,2203.05090,https://arxiv.org/abs/2203.05090,EF,Energy,General - centered on this frontier,papers/2203.05090.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.05090.pdf
346,,Higgs Factory Considerations,J.A. Bagger et al.,2203.06164,https://arxiv.org/abs/2203.06164,EF,Energy,General - centered on this frontier,papers/2203.06164.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06164.pdf
347,,Enabling U.S. Participation in Future Higgs Factories,K. Black et al.,2203.06255,https://arxiv.org/abs/2203.06255,EF,Energy,General - centered on this frontier,papers/2203.06255.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06255.pdf
348,,Muon Collider Physics Summary,C. Aimè et al.,2203.07256,https://arxiv.org/abs/2203.07256,EF,Energy,General - centered on this frontier,papers/2203.07256.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07256.pdf
349,,The Future Circular Collider: a Summary for the US 2021 Snowmass Process,G. Bernardi et al.,2203.06520,https://arxiv.org/abs/2203.06520,EF,Energy,General - centered on this frontier,papers/2203.06520.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06520.pdf
350,,Strategies for Beam-Induced Background Reduction at Muon Colliders,D. Ally et al.,2203.06773,https://arxiv.org/abs/2203.06773,EF,Energy,General - centered on this frontier,papers/2203.06773.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06773.pdf
351,,Promising Technologies and R&D Directions for the Future Muon Collider Detectors,S. Jindariani et al.,2203.07224,https://arxiv.org/abs/2203.07224,EF,Energy,General - centered on this frontier,papers/2203.07224.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07224.pdf
352,,The Physics Case of a 3 TeV Muon Collider Stage,J. de Blas et al.,2203.07261,https://arxiv.org/abs/2203.07261,EF,Energy,General - centered on this frontier,papers/2203.07261.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07261.pdf
353,,The International Linear Collider,A. Aryshev et al.,2203.07622,https://arxiv.org/abs/2203.07622,EF,Energy,General - centered on this frontier,papers/2203.07622.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07622.pdf
