number,record_id,title,authors_as_listed,arxiv,external_url,frontiers,topics,placement_count,official_pdf_urls
475,arxiv:2109.10905,"The Forward Physics Facility: Sites, Experiments, and Physics Potential",L. A. Anchordoqui et al.,2109.10905,https://arxiv.org/abs/2109.10905,CF | EF | NF | RPF | TF,CF: General - centered on this frontier: | EF: General - centered on this frontier | NF: General - centered on this frontier | RPF: General - centered on this frontier | TF: General - cross-listed,5,https://www.slac.stanford.edu/econf/C210711/papers/2109.10905.pdf
476,arxiv:2203.06520,The Future Circular Collider: a Summary for the US 2021 Snowmass Process,G. Bernardi et al.,2203.06520,https://arxiv.org/abs/2203.06520,AF | EF | IF | NF | RPF | TF,AF: General - centered on this frontier | EF: General - centered on this frontier | IF: General - cross-listed | NF: General - cross-listed | RPF: General - cross-listed | TF: General - cross-listed,6,https://www.slac.stanford.edu/econf/C210711/papers/2203.06520.pdf
477,arxiv:2203.07360,The Future of Gamma-Ray Experiments in the MeV-EeV Range,K. Engel et al.,2203.07360,https://arxiv.org/abs/2203.07360,CF,CF: Cosmic Probes of Fundamental Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07360.pdf
478,arxiv:2203.08324,The Heavy Photon Search Experiment,N. Baltzell et al.,2203.08324,https://arxiv.org/abs/2203.08324,RPF,RPF: Dark Sector Studies at High Intensities,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08324.pdf
479,arxiv:2203.07622,The International Linear Collider,A. Aryshev et al.,2203.07622,https://arxiv.org/abs/2203.07622,AF | CEF | CF | EF | IF | NF | RPF | TF,AF: Accelerators for Electroweak and Higgs | CEF: Environmental and Societal Impacts | CF: Dark Matter: Particle-like | EF: General - centered on this frontier | IF: General - centered on this frontier | NF: Neutrinos Beyond the Standard Model | RPF: Dark Sector Studies at High Intensities | TF: General - cross-listed,8,https://www.slac.stanford.edu/econf/C210711/papers/2203.07622.pdf
480,arxiv:2203.10198,The Ion Fluorescence Chamber (IFC): A New Concept for Directional Dark Matter and Topologically Imaging Neutrinoless Double Beta Decay Searches,B. J. P. Jones et al.,2203.10198,https://arxiv.org/abs/2203.10198,IF | NF,IF: Noble Element-Based Detectors | NF: Neutrino Properties,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.10198.pdf
481,arxiv:2203.06894,The Landscape of Cosmic-Ray and High-Energy Photon Probes of Particle Dark Matter,T. Aramaki et al.,2203.06894,https://arxiv.org/abs/2203.06894,CF,CF: Dark Matter: Particle-like,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06894.pdf
482,arxiv:2203.08297,The Landscape of Low-Threshold Dark Matter Direct Detection in the Next Decade,R. Essig et al.,2203.08297,https://arxiv.org/abs/2203.08297,CF,CF: Dark Matter: Particle-like,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08297.pdf
483,arxiv:2101.08320,The LHC Olympics 2020: A Community Challenge for Anomaly Detection in High Energy Physics,G. Kasieczka et al.,2101.08320,https://arxiv.org/abs/2101.08320,CompF | EF | TF,CompF: Machine Learning | EF: Beyond the Standard Model - More General Explorations | TF: Collider Phenomenology,3,https://www.slac.stanford.edu/econf/C210711/papers/2101.08320.pdf
484,arxiv:2209.04322,The MegaMapper: A Stage-5 Spectroscopic Instrument Concept for the Study of Inflation and Dark Energy,D. J. Schlegel et al.,2209.04322,https://arxiv.org/abs/2209.04322,CF,CF: Dark Energy and Cosmic Acceleration: The Modern Universe,1,https://www.slac.stanford.edu/econf/C210711/papers/2209.04322.pdf
485,arxiv:2204.00001,The Mu3e Experiment,G. Hesketh et al.,2204.00001,https://arxiv.org/abs/2204.00001,RPF,RPF: Charged Lepton Flavor Violation,1,https://www.slac.stanford.edu/econf/C210711/papers/2204.00001.pdf
486,arxiv:2203.09336,The Necessity of International Particle Physics Opportunities for American Education,E. Arce-Lareta et al.,2203.09336,https://arxiv.org/abs/2203.09336,AF | CEF,AF: Beam Physics and Accelerator Education | CEF: Physics Education,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.09336.pdf
487,arxiv:2203.07888,The Need for Further Development of Magnetrons as RF Sources for HEP,T. Kroc et al.,2203.07888,https://arxiv.org/abs/2203.07888,AF,AF: Accelerator Technology - RF,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07888.pdf
488,arxiv:2203.08916,The Need for Structural Changes to Create Impactful Public Engagement in US Particle Physics,K. A. Assamagan et al.,2203.08916,https://arxiv.org/abs/2203.08916,CEF,CEF: Public Education and Outreach,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08916.pdf
489,arxiv:2203.08117,The Numerical Conformal Bootstrap,D. Poland et al.,2203.08117,https://arxiv.org/abs/2203.08117,CompF | TF,CompF: Theoretical Calculations and Simulations | TF: Conformal Field Theory and Formal Quantum Field Theory,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.08117.pdf
490,arxiv:2203.06730,The Path Forward to N3LO,F. Caola et al.,2203.06730,https://arxiv.org/abs/2203.06730,TF,TF: Theory Techniques for Precision Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06730.pdf
491,arxiv:2203.08094,The Physics Case for a Neutrino Factory,A. Bogacz et al.,2203.08094,https://arxiv.org/abs/2203.08094,AF | EF | NF,AF: General - centered on this frontier | EF: General - cross-listed | NF: Artificial Neutrino Sources,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.08094.pdf
492,arxiv:2203.07261,The Physics Case of a 3 TeV Muon Collider Stage,J. de Blas et al.,2203.07261,https://arxiv.org/abs/2203.07261,EF | TF,EF: General - centered on this frontier | TF: General - centered on this frontier,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07261.pdf
493,arxiv:2203.07943,The Physics of Light Relics,C. Dvorkin et al.,2203.07943,https://arxiv.org/abs/2203.07943,CF | TF,CF: Dark Energy and Cosmic Acceleration: Cosmic Dawn and Before | TF: Astro-Particle Physics and Cosmology,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07943.pdf
494,arxiv:2205.08553,The Physics potential of the CEPC,H. Cheng et al.,2205.08553,https://arxiv.org/abs/2205.08553,AF | EF | TF,AF: General - centered on this frontier | EF: General - centered on this frontier | TF: General - cross-listed,3,https://www.slac.stanford.edu/econf/C210711/papers/2205.08553.pdf
495,arxiv:2203.06258,The Potential of a TeV-Scale Muon-Ion Collider,D. Acosta et al.,2203.06258,https://arxiv.org/abs/2203.06258,AF | EF,AF: Multi-TeV Colliders | EF: QCD and Strong Interactions - Hadronic Structure and Forward QCD Processes,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.06258.pdf
496,arxiv:2203.08039,The Present and Future Status of Heavy Neutral Leptons,A. M. Abdullahi et al.,2203.08039,https://arxiv.org/abs/2203.08039,NF,NF: Neutrinos Beyond the Standard Model,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08039.pdf
497,arxiv:2203.07349,The Project 8 Neutrino Mass Experiment,A. Ashtari Esfahani et al.,2203.07349,https://arxiv.org/abs/2203.07349,NF,NF: Neutrino Properties,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07349.pdf
498,arxiv:2203.08053,The Quest to Define QFT,M. Dedushenko.,2203.08053,https://arxiv.org/abs/2203.08053,TF,TF: Conformal Field Theory and Formal Quantum Field Theory,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08053.pdf
499,arxiv:2203.07651,The REDTOP Experiment: Rare η/η′ Decays To Probe New Physics,J. Elam et al. (REDTOP Collaboration),2203.07651,https://arxiv.org/abs/2203.07651,RPF,RPF: General - centered on this frontier,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07651.pdf
500,arxiv:2203.06476,The ReLiC: Recycling Linear e+e− Collider,V. N. Litvinenko et al.,2203.06476,https://arxiv.org/abs/2203.06476,AF | EF,AF: Accelerators for Electroweak and Higgs | EF: Higgs Boson Properties and Couplings,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.06476.pdf
501,arxiv:2203.07316,The Road Ahead for CODEX-b,G. Aielli et al.,2203.07316,https://arxiv.org/abs/2203.07316,EF | RPF,EF: Beyond the Standard Model - More General Explorations | RPF: Dark Sector Studies at High Intensities,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07316.pdf
502,arxiv:2203.08293,The Sanford Underground Research Facility,J. Heise.,2203.08293,https://arxiv.org/abs/2203.08293,CEF | CF | CompF | IF | NF | RPF | UF,CEF: General - cross-listed | CF: General - cross-listed: | CompF: General - cross-listed: | IF: General - centered on this frontier | NF: General - cross-listed | RPF: General - cross-listed | UF: General - centered on this frontier:,7,https://www.slac.stanford.edu/econf/C210711/papers/2203.08293 | https://www.slac.stanford.edu/econf/C210711/papers/2203.08293.pdf
503,arxiv:2203.08779,The Selena Neutrino Experiment,A. E. Chavarria et al.,2203.08779,https://arxiv.org/abs/2203.08779,NF,NF: Neutrino Properties,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08779.pdf
504,arxiv:2205.13215,The SLAC Linac to ESA (LESA) Beamline for Dark Sector Searches and Test Beams,T. Markiewicz et al.,2205.13215,https://arxiv.org/abs/2205.13215,AF | RPF,AF: Accelerators for Rare Processes and Physics Beyond Colliders | RPF: General - centered on this frontier,2,https://www.slac.stanford.edu/econf/C210711/papers/2205.13215.pdf | https://www.slac.stanford.edu/econf/C210711/papers/arXiv:2205.13215.pdf
505,arxiv:2203.08271,The Strong Coupling Constant: State of the Art and the Decade Ahead,D. d'Enterria et al.,2203.08271,https://arxiv.org/abs/2203.08271,EF,EF: QCD and Strong Interactions - Precision QCD,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08271.pdf
506,arxiv:2203.07242,The Windchime Project,A. Attanasio et al. (Windchime Collaboration),2203.07242,https://arxiv.org/abs/2203.07242,CF | IF | TF,CF: Dark Matter: Particle-like | IF: Quantum Sensors | TF: Beyond-Standard-Model Model Building,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.07242.pdf
507,arxiv:2202.12839,Theia: Summary of physics program,M. Askins et al.,2202.12839,https://arxiv.org/abs/2202.12839,IF | NF | UF,IF: General - cross-listed | NF: General - centered on this frontier | UF: General - cross-listed:,3,https://www.slac.stanford.edu/econf/C210711/papers/2202.12839.pdf
508,arxiv:2203.06771,Theoretical Developments in the SMEFT at Dimension-8 and Beyond,S. Alioli et al.,2203.06771,https://arxiv.org/abs/2203.06771,TF,TF: Theory Techniques for Precision Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06771.pdf
509,arxiv:2203.09030,"Theoretical Tools for Neutrino Scattering: Interplay between Lattice QCD, EFTs, Nuclear Physics, Phenomenology, and Neutrino Event Generators",L. Alvarez Ruso et al.,2203.09030,https://arxiv.org/abs/2203.09030,CompF | NF | TF,CompF: Theoretical Calculations and Simulations | NF: Neutrino Interaction Cross Sections | TF: Theory of Neutrino Physics,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.09030.pdf
510,arxiv:2203.07059,Theories and Experiments for Testable Baryogenesis Mechanisms,J. L. Barrow et al.,2203.07059,https://arxiv.org/abs/2203.07059,RPF,RPF: Baryon and Lepton Number Violation,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07059.pdf
511,arxiv:2203.10089,Theory Frontier: Theory Meets the Lab,R. Essig et al.,2203.10089,https://arxiv.org/abs/2203.10089,CF | EF | RPF | TF,CF: General - cross-listed: | EF: Beyond the Standard Model - More General Explorations | RPF: Dark Sector Studies at High Intensities | TF: Astro-Particle Physics and Cosmology,4,https://www.slac.stanford.edu/econf/C210711/papers/2203.10089.pdf
512,arxiv:2203.09503,"Theory, Phenomenology, and Experimental Avenues for Dark Showers",G. Albouy et al.,2203.09503,https://arxiv.org/abs/2203.09503,EF | TF,EF: Beyond the Standard Model - More General Explorations | TF: Collider Phenomenology,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.09503.pdf
513,arxiv:2203.07344,Top-Quark Mass Extraction from t tbar j+X Events at the LHC: Theory Predictions,S. Alioli et al.,2203.07344,https://arxiv.org/abs/2203.07344,EF | TF,EF: Heavy Flavor and Top Quark Physics | TF: Theory Techniques for Precision Physics,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07344.pdf
514,arxiv:2203.08386,Toward CUPID-1T,A. Armatol et al.,2203.08386,https://arxiv.org/abs/2203.08386,IF | NF | RPF | UF,IF: Quantum Sensors | NF: Neutrino Properties | RPF: Baryon and Lepton Number Violation | UF: Underground Detectors,4,https://www.slac.stanford.edu/econf/C210711/papers/2203.08386.pdf
515,arxiv:2203.08861,Towards an HPC Complementary Computing Facility,K. Herner et al.,2203.08861,https://arxiv.org/abs/2203.08861,CompF,CompF: Storage and Processing Resource Access,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08861.pdf
516,arxiv:2203.07314,Track-Based Triggers for Exotic Signatures,K. F. Di Petrillo et al.,2203.07314,https://arxiv.org/abs/2203.07314,EF | IF,EF: Beyond the Standard Model - More General Explorations | IF: Trigger and Data Acquisition,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07314.pdf
517,arxiv:2203.11047,Transformative Technology for FLASH Radiation Therapy,S. Boucher et al.,2203.11047,https://arxiv.org/abs/2203.11047,AF | CEF,AF: Accelerator Technology - RF | CEF: Applications and Industry,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.11047.pdf
518,arxiv:2204.08983,Transforming U.S. Particle Physics Education: A Snowmass 2021 Study,O. Bitter et al.,2204.08983,https://arxiv.org/abs/2204.08983,CEF,CEF: Physics Education,1,https://www.slac.stanford.edu/econf/C210711/papers/2204.08983.pdf
519,arxiv:2203.05729,Tree-level Interference in VBF production of Vh,C. Paranjape et al.,2203.05729,https://arxiv.org/abs/2203.05729,EF,EF: Higgs Boson Properties and Couplings,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.05729.pdf
520,arxiv:2203.07272,Two-Fermion Final States at International Linear Collider,T. Suehara.,2203.07272,https://arxiv.org/abs/2203.07272,EF,EF: Beyond the Standard Model - More General Explorations,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07272.pdf
521,arxiv:2205.14486,Two-Real-Singlet-Model (TRSM) Benchmark Planes,T. Robens.,2205.14486,https://arxiv.org/abs/2205.14486,EF | TF,EF: Higgs Boson as a Portal to New Physics | TF: Collider Phenomenology,2,https://www.slac.stanford.edu/econf/C210711/papers/2205.14486.pdf
522,arxiv:2203.07786,U(1)_T3R Extension of Standard Model: A Sub-GeV Dark Matter Model,B. Dutta et al.,2203.07786,https://arxiv.org/abs/2203.07786,CF | TF,CF: Dark Matter: Particle-like | TF: Beyond-Standard-Model Model Building,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07786.pdf
523,arxiv:2209.10109,U.S. CMS - PURSUE (Program for Undergraduate Research SUmmer Experience),T. Bose et al.,2209.10109,https://arxiv.org/abs/2209.10109,CEF,CEF: Physics Education,1,https://www.slac.stanford.edu/econf/C210711/papers/2209.10109.pdf
524,arxiv:2207.06213,U.S. National Accelerator R&D Program on Future Colliders,P. C. Bhat et al.,2207.06213,https://arxiv.org/abs/2207.06213,AF,AF: General - centered on this frontier,1,https://www.slac.stanford.edu/econf/C210711/papers/2207.06213.pdf
525,arxiv:2205.05845,Ultra-High-Energy Cosmic Rays: The Intersection of the Cosmic and Energy Frontiers,A. Coleman et al.,2205.05845,https://arxiv.org/abs/2205.05845,CF,CF: Cosmic Probes of Fundamental Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2205.05845.pdf
526,arxiv:2203.06788,Ultrafast Inorganic Crystals with Mass Production Capability for Future High-Rate Experiments,C. Hu et al.,2203.06788,https://arxiv.org/abs/2203.06788,EF | IF | RPF,EF: Higgs Boson Properties and Couplings | IF: Calorimetry | RPF: Charged Lepton Flavor Violation,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.06788.pdf
527,arxiv:2203.06508,Ultraheavy Particle Dark Matter,D. Carney et al.,2203.06508,https://arxiv.org/abs/2203.06508,CF | IF | TF,CF: Dark Matter: Particle-like | IF: Quantum Sensors | TF: Beyond-Standard-Model Model Building,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.06508.pdf
528,arxiv:2203.08871,Understanding Training in Superconducting Accelerator Magnets using Acoustic Emission Diagnostics,M. Marchevsky.,2203.08871,https://arxiv.org/abs/2203.08871,AF,AF: Accelerator Technology - Magnets,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08871.pdf
529,arxiv:2203.01847,Understanding Vacuum Arcs and Gradient Limits,J. Norem et al.,2203.01847,https://arxiv.org/abs/2203.01847,AF,AF: Accelerator Technology - RF,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.01847.pdf
530,arxiv:2205.12847,Upgrading SuperKEKB with a Polarized Electron Beam: Discovery Potential and Proposed Implementation,S. Banerjee et al.,2205.12847,https://arxiv.org/abs/2205.12847,AF | EF | RPF,AF: Accelerators for Rare Processes and Physics Beyond Colliders | EF: Electroweak Precision Physics and Constraining New Physics | RPF: General - centered on this frontier,3,https://www.slac.stanford.edu/econf/C210711/papers/2205.12847.pdf
531,arxiv:2203.06805,UV Constraints on IR Physics,C. de Rham et al.,2203.06805,https://arxiv.org/abs/2203.06805,TF,TF: Effective Field Theory Techniques,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06805.pdf
532,arxiv:2005.10289,Vector Boson Fusion at Multi-TeV Muon Colliders,A. Costantini et al.,2005.10289,https://arxiv.org/abs/2005.10289,AF | CompF | EF | TF,AF: Multi-TeV Colliders | CompF: Theoretical Calculations and Simulations | EF: Electroweak Precision Physics and Constraining New Physics | TF: Collider Phenomenology,4,https://www.slac.stanford.edu/econf/C210711/papers/2005.10289.pdf
533,arxiv:2106.01393,Vector Boson Scattering Processes: Status and Prospects,D. Buarque Franzosi et al.,2106.01393,https://arxiv.org/abs/2106.01393,EF | NF | TF,EF: Electroweak Precision Physics and Constraining New Physics | NF: Neutrinos Beyond the Standard Model | TF: Collider Phenomenology,3,https://www.slac.stanford.edu/econf/C210711/papers/2106.01393.pdf
534,arxiv:2203.07252,Vera C. Rubin Observatory as a Flagship Dark Matter Experiment,Y.-Y. Mao et al.,2203.07252,https://arxiv.org/abs/2203.07252,CF,CF: Dark Matter: Cosmic Probes,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07252.pdf
535,arxiv:2203.07533,"Warped Compactifications in Particle Physics, Cosmology and Quantum Gravity",P. Agrawal et al.,2203.07533,https://arxiv.org/abs/2203.07533,TF,TF: General - centered on this frontier,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07533.pdf
536,arxiv:2208.07910,"When, Where, and How to Open Data: A Personal Perspective",B. Nachman.,2208.07910,https://arxiv.org/abs/2208.07910,CompF | TF,CompF: Reinterpretation and Long-Term Preservation of Data and Code | TF: Collider Phenomenology,2,https://www.slac.stanford.edu/econf/C210711/papers/2208.07910.pdf
537,arxiv:2202.07683,White Paper on SuperConformal Field Theories,P. C. Argyres et al.,2202.07683,https://arxiv.org/abs/2202.07683,TF,TF: Conformal Field Theory and Formal Quantum Field Theory,1,https://www.slac.stanford.edu/econf/C210711/papers/2202.07683.pdf
538,arxiv:2203.10060,Why should the U.S. Care about High Energy Physics in Africa and Latin America?,K. A. Assamagan et al.,2203.10060,https://arxiv.org/abs/2203.10060,CEF,"CEF: Diversity, Equity, and Inclusion",1,https://www.slac.stanford.edu/econf/C210711/papers/2203.10060.pdf
539,arxiv:2203.07351,WIMP Dark Matter at High Energy Muon Colliders,T. Han et al.,2203.07351,https://arxiv.org/abs/2203.07351,AF | CF | EF | TF,AF: Multi-TeV Colliders | CF: Dark Matter: Particle-like | EF: Beyond the Standard Model - Dark Matter at Colliders | TF: Collider Phenomenology,4,https://www.slac.stanford.edu/econf/C210711/papers/2203.07351.pdf
540,arxiv:2203.08484,XCC: An X-ray FEL-Based γγ Collider Higgs Factory,T. Barklow et al.,2203.08484,https://arxiv.org/abs/2203.08484,AF | EF,AF: Accelerators for Electroweak and Higgs | EF: Higgs Boson Properties and Couplings,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.08484.pdf
541,arxiv:2206.12465,xFitter: An Open Source QCD Analysis Framework,H. Abdolmaleki et al. (xFitter Developers’ Team).,2206.12465,https://arxiv.org/abs/2206.12465,EF,EF: QCD and Strong Interactions - Hadronic Structure and Forward QCD Processes,1,https://www.slac.stanford.edu/econf/C210711/papers/2206.12465.pdf
